stroke_id	 x	 y	 time	 is_writing
1.000000 	 400.524673 	 996.033519 	 0.000000 	 1.000000 
1.000000 	 400.844180 	 994.422893 	 96.000000 	 1.000000 
1.000000 	 393.775734 	 808.405322 	 128.000000 	 1.000000 
1.000000 	 389.375540 	 647.438146 	 224.000000 	 1.000000 
1.000000 	 390.673589 	 563.815242 	 256.000000 	 1.000000 
1.000000 	 391.356381 	 539.605840 	 352.000000 	 1.000000 
1.000000 	 391.802266 	 544.612612 	 384.000000 	 1.000000 
1.000000 	 393.277430 	 601.719569 	 416.000000 	 1.000000 
1.000000 	 395.311579 	 668.103251 	 736.000000 	 1.000000 
1.000000 	 395.940380 	 721.687101 	 800.000000 	 1.000000 
1.000000 	 399.058098 	 761.516094 	 864.000000 	 1.000000 
1.000000 	 431.118163 	 819.018066 	 896.000000 	 1.000000 
1.000000 	 496.495466 	 915.517072 	 992.000000 	 1.000000 
1.000000 	 556.577327 	 997.228346 	 1024.000000 	 1.000000 
2.000000 	 393.501389 	 814.543231 	 1440.000000 	 1.000000 
2.000000 	 396.507949 	 812.593337 	 1536.000000 	 1.000000 
2.000000 	 435.257557 	 788.138301 	 1568.000000 	 1.000000 
2.000000 	 518.417385 	 739.545642 	 1696.000000 	 1.000000 
2.000000 	 599.119220 	 695.940956 	 1728.000000 	 1.000000 
