stroke_id	 x	 y	 time	 is_writing
1.000000 	 420.770061 	 678.257266 	 56.000000 	 1.000000 
1.000000 	 413.178544 	 671.558349 	 88.000000 	 1.000000 
1.000000 	 397.835044 	 654.748886 	 104.000000 	 1.000000 
1.000000 	 383.186228 	 632.198783 	 136.000000 	 1.000000 
1.000000 	 373.891615 	 608.628727 	 156.000000 	 1.000000 
1.000000 	 371.073235 	 587.068799 	 172.000000 	 1.000000 
1.000000 	 374.421951 	 569.029064 	 188.000000 	 1.000000 
1.000000 	 383.141474 	 555.226232 	 204.000000 	 1.000000 
1.000000 	 396.154183 	 546.015362 	 220.000000 	 1.000000 
1.000000 	 411.332520 	 541.326522 	 240.000000 	 1.000000 
1.000000 	 424.340786 	 540.165618 	 256.000000 	 1.000000 
1.000000 	 434.801469 	 541.258085 	 272.000000 	 1.000000 
1.000000 	 445.791932 	 545.316756 	 288.000000 	 1.000000 
1.000000 	 456.788819 	 554.085029 	 304.000000 	 1.000000 
1.000000 	 463.744386 	 567.541686 	 320.000000 	 1.000000 
1.000000 	 462.998966 	 582.844274 	 336.000000 	 1.000000 
1.000000 	 454.186997 	 595.681090 	 356.000000 	 1.000000 
1.000000 	 439.787571 	 604.706547 	 372.000000 	 1.000000 
