stroke_id	 x	 y	 time	 is_writing
1.000000 	 735.191193 	 1551.571934 	 48.000000 	 1.000000 
1.000000 	 727.658426 	 1553.812581 	 64.000000 	 1.000000 
1.000000 	 717.978573 	 1556.360451 	 80.000000 	 1.000000 
1.000000 	 705.919544 	 1558.948968 	 96.000000 	 1.000000 
1.000000 	 691.279826 	 1561.098642 	 112.000000 	 1.000000 
1.000000 	 673.882792 	 1562.100752 	 128.000000 	 1.000000 
1.000000 	 653.590962 	 1561.101202 	 144.000000 	 1.000000 
1.000000 	 630.353198 	 1557.305387 	 160.000000 	 1.000000 
1.000000 	 604.300350 	 1550.239824 	 176.000000 	 1.000000 
1.000000 	 575.769671 	 1539.798596 	 192.000000 	 1.000000 
1.000000 	 544.683069 	 1525.419099 	 224.000000 	 1.000000 
1.000000 	 509.728162 	 1504.931306 	 240.000000 	 1.000000 
1.000000 	 469.595701 	 1475.328980 	 256.000000 	 1.000000 
1.000000 	 425.526394 	 1435.007993 	 272.000000 	 1.000000 
1.000000 	 381.660196 	 1385.165950 	 288.000000 	 1.000000 
1.000000 	 342.761352 	 1329.543450 	 304.000000 	 1.000000 
1.000000 	 312.032756 	 1272.965651 	 320.000000 	 1.000000 
1.000000 	 290.576550 	 1216.586478 	 336.000000 	 1.000000 
1.000000 	 278.828677 	 1150.917623 	 352.000000 	 1.000000 
1.000000 	 280.323836 	 1075.183479 	 368.000000 	 1.000000 
1.000000 	 299.529750 	 998.552056 	 384.000000 	 1.000000 
1.000000 	 336.435141 	 931.637597 	 400.000000 	 1.000000 
1.000000 	 385.986616 	 881.628757 	 416.000000 	 1.000000 
1.000000 	 441.105758 	 850.879365 	 432.000000 	 1.000000 
1.000000 	 495.637969 	 837.963279 	 448.000000 	 1.000000 
1.000000 	 545.672511 	 839.563791 	 464.000000 	 1.000000 
1.000000 	 589.468260 	 852.012904 	 480.000000 	 1.000000 
1.000000 	 626.739997 	 872.124051 	 496.000000 	 1.000000 
1.000000 	 657.872873 	 897.464632 	 512.000000 	 1.000000 
1.000000 	 683.323716 	 926.336030 	 528.000000 	 1.000000 
1.000000 	 703.273425 	 957.652154 	 544.000000 	 1.000000 
1.000000 	 717.515295 	 990.790710 	 560.000000 	 1.000000 
1.000000 	 725.531161 	 1025.417102 	 576.000000 	 1.000000 
1.000000 	 726.684223 	 1061.271562 	 608.000000 	 1.000000 
1.000000 	 720.450938 	 1097.947110 	 624.000000 	 1.000000 
1.000000 	 706.632416 	 1134.726652 	 640.000000 	 1.000000 
1.000000 	 685.510208 	 1170.551714 	 656.000000 	 1.000000 
1.000000 	 657.921921 	 1204.150826 	 672.000000 	 1.000000 
1.000000 	 625.244996 	 1234.289784 	 688.000000 	 1.000000 
1.000000 	 589.322134 	 1260.062398 	 704.000000 	 1.000000 
1.000000 	 552.335863 	 1281.099819 	 720.000000 	 1.000000 
1.000000 	 516.546193 	 1297.527920 	 736.000000 	 1.000000 
1.000000 	 483.886006 	 1309.608711 	 752.000000 	 1.000000 
1.000000 	 455.484605 	 1317.344999 	 768.000000 	 1.000000 
1.000000 	 431.247422 	 1320.553543 	 784.000000 	 1.000000 
1.000000 	 409.920854 	 1319.510356 	 800.000000 	 1.000000 
1.000000 	 389.944943 	 1315.461106 	 816.000000 	 1.000000 
1.000000 	 370.487491 	 1310.266957 	 832.000000 	 1.000000 
