stroke_id x y time is_writing
0 81 148 0 1
0 80 151 57 1
0 81 153 73 1
0 83 156 86 1
0 84 158 94 1
0 86 159 106 1
0 88 161 121 1
0 89 164 129 1
0 90 166 136 1
0 91 168 142 1
0 93 171 154 1
0 94 173 162 1
0 96 176 174 1
0 97 179 183 1
0 99 181 190 1
0 100 183 199 1
0 102 186 211 1
0 103 188 219 1
0 105 190 228 1
0 107 192 240 1
0 108 195 249 1
0 110 197 260 1
0 112 200 272 1
0 114 202 284 1
0 116 204 294 1
0 118 207 305 1
0 119 209 317 1
0 121 211 329 1
0 123 214 341 1
0 124 216 353 1
0 125 218 365 1
0 126 220 377 1
0 128 222 397 1
0 129 224 413 1
0 131 227 438 1
0 131 229 450 1
0 133 230 471 1
0 134 233 483 1
0 136 234 516 1
0 138 237 556 1
0 139 239 585 1
0 141 241 632 1
0 143 242 697 1
0 145 241 797 1
0 145 239 817 1
0 145 236 833 1
0 145 233 849 1
0 145 230 865 1
0 145 227 880 1
0 145 223 895 1
0 145 220 910 1
0 145 215 926 1
0 145 210 942 1
0 145 205 958 1
0 144 202 974 1
0 144 197 991 1
0 144 192 1008 1
0 144 187 1024 1
0 144 183 1042 1
0 145 177 1059 1
0 145 173 1077 1
0 145 168 1094 1
0 145 166 1112 1
0 144 161 1130 1
0 145 158 1148 1
0 145 153 1169 1
0 145 151 1187 1
0 145 148 1206 1
0 145 146 1224 1
0 146 144 1244 1
0 146 142 1263 1
0 146 140 1282 1
0 147 138 1302 1
0 145 138 1393 1
0 142 140 1414 1
0 141 142 1434 1
0 136 148 1455 1
0 132 154 1477 1
0 131 156 1478 1
0 127 162 1503 1
0 122 169 1529 1
0 117 176 1554 1
0 113 182 1580 1
0 108 190 1602 1
0 105 195 1625 1
0 101 199 1648 1
0 98 203 1671 1
0 93 210 1694 1
0 89 215 1718 1
0 87 217 1741 1
0 85 220 1742 1
0 82 224 1766 1
0 81 226 1789 1
0 79 231 1814 1
0 78 233 1838 1
0 77 235 1863 1
0 75 237 1889 1
