stroke_id	 x	 y	 time	 is_writing
1.000000 	 49.970338 	 10.810674 	 0.000000 	 1.000000 
1.000000 	 49.970338 	 10.810674 	 10.000000 	 1.000000 
1.000000 	 49.970338 	 10.810674 	 20.000000 	 1.000000 
1.000000 	 49.970901 	 10.810637 	 30.000000 	 1.000000 
1.000000 	 49.991052 	 10.809419 	 40.000000 	 1.000000 
1.000000 	 50.089843 	 10.805982 	 50.000000 	 1.000000 
1.000000 	 50.301490 	 10.812778 	 60.000000 	 1.000000 
1.000000 	 50.601752 	 10.856024 	 70.000000 	 1.000000 
1.000000 	 50.936970 	 10.953733 	 80.000000 	 1.000000 
1.000000 	 51.257267 	 11.102550 	 90.000000 	 1.000000 
1.000000 	 51.532506 	 11.283676 	 100.000000 	 1.000000 
1.000000 	 51.752529 	 11.475029 	 110.000000 	 1.000000 
1.000000 	 51.920204 	 11.659221 	 120.000000 	 1.000000 
1.000000 	 52.040855 	 11.826386 	 130.000000 	 1.000000 
1.000000 	 52.095523 	 11.976766 	 140.000000 	 1.000000 
1.000000 	 52.039693 	 12.116435 	 150.000000 	 1.000000 
1.000000 	 51.838705 	 12.243202 	 160.000000 	 1.000000 
1.000000 	 51.484342 	 12.338009 	 170.000000 	 1.000000 
1.000000 	 50.992784 	 12.368871 	 180.000000 	 1.000000 
1.000000 	 50.380522 	 12.314939 	 190.000000 	 1.000000 
1.000000 	 49.677008 	 12.169038 	 200.000000 	 1.000000 
1.000000 	 48.951290 	 11.922089 	 210.000000 	 1.000000 
1.000000 	 48.275979 	 11.573494 	 220.000000 	 1.000000 
1.000000 	 47.705480 	 11.133683 	 230.000000 	 1.000000 
1.000000 	 47.271212 	 10.622471 	 240.000000 	 1.000000 
1.000000 	 46.984434 	 10.065705 	 250.000000 	 1.000000 
1.000000 	 46.842441 	 9.491891 	 260.000000 	 1.000000 
1.000000 	 46.836790 	 8.930712 	 270.000000 	 1.000000 
1.000000 	 46.962118 	 8.414082 	 280.000000 	 1.000000 
1.000000 	 47.220736 	 7.977657 	 290.000000 	 1.000000 
1.000000 	 47.615652 	 7.658906 	 300.000000 	 1.000000 
1.000000 	 48.131335 	 7.488725 	 310.000000 	 1.000000 
1.000000 	 48.717334 	 7.476740 	 320.000000 	 1.000000 
