stroke_id	 x	 y	 time	 is_writing
1.000000 	 239.000000 	 329.000000 	 30.000000 	 1.000000 
1.000000 	 246.000000 	 341.000000 	 48.000000 	 1.000000 
1.000000 	 260.000000 	 361.000000 	 67.000000 	 1.000000 
1.000000 	 279.000000 	 381.000000 	 85.000000 	 1.000000 
1.000000 	 297.000000 	 401.000000 	 104.000000 	 1.000000 
1.000000 	 317.000000 	 420.000000 	 122.000000 	 1.000000 
1.000000 	 332.000000 	 437.000000 	 140.000000 	 1.000000 
1.000000 	 345.000000 	 451.000000 	 159.000000 	 1.000000 
1.000000 	 354.000000 	 461.000000 	 177.000000 	 1.000000 
1.000000 	 360.000000 	 466.000000 	 196.000000 	 1.000000 
1.000000 	 363.000000 	 469.000000 	 214.000000 	 1.000000 
1.000000 	 364.000000 	 469.000000 	 232.000000 	 1.000000 
1.000000 	 364.000000 	 468.000000 	 251.000000 	 1.000000 
1.000000 	 364.000000 	 459.000000 	 269.000000 	 1.000000 
1.000000 	 362.000000 	 443.000000 	 288.000000 	 1.000000 
1.000000 	 359.000000 	 420.000000 	 306.000000 	 1.000000 
1.000000 	 356.000000 	 396.000000 	 325.000000 	 1.000000 
1.000000 	 353.000000 	 369.000000 	 343.000000 	 1.000000 
1.000000 	 350.000000 	 344.000000 	 361.000000 	 1.000000 
1.000000 	 348.000000 	 320.000000 	 380.000000 	 1.000000 
1.000000 	 347.000000 	 297.000000 	 398.000000 	 1.000000 
1.000000 	 347.000000 	 276.000000 	 417.000000 	 1.000000 
1.000000 	 347.000000 	 259.000000 	 435.000000 	 1.000000 
1.000000 	 347.000000 	 246.000000 	 453.000000 	 1.000000 
1.000000 	 347.000000 	 237.000000 	 472.000000 	 1.000000 
1.000000 	 347.000000 	 231.000000 	 490.000000 	 1.000000 
1.000000 	 347.000000 	 229.000000 	 509.000000 	 1.000000 
1.000000 	 348.000000 	 229.000000 	 533.000000 	 1.000000 
