stroke_id	 x	 y	 time	 is_writing
1.000000 	 400.000000 	 625.000000 	 0.000000 	 1.000000 
1.000000 	 401.000000 	 640.000000 	 66.000000 	 1.000000 
1.000000 	 402.000000 	 680.000000 	 83.000000 	 1.000000 
1.000000 	 400.000000 	 749.000000 	 100.000000 	 1.000000 
1.000000 	 396.000000 	 841.000000 	 116.000000 	 1.000000 
1.000000 	 390.000000 	 939.000000 	 133.000000 	 1.000000 
1.000000 	 386.000000 	 1029.000000 	 150.000000 	 1.000000 
1.000000 	 383.000000 	 1105.000000 	 167.000000 	 1.000000 
1.000000 	 380.000000 	 1168.000000 	 183.000000 	 1.000000 
1.000000 	 376.000000 	 1214.000000 	 200.000000 	 1.000000 
1.000000 	 372.000000 	 1240.000000 	 217.000000 	 1.000000 
1.000000 	 371.000000 	 1252.000000 	 233.000000 	 1.000000 
1.000000 	 370.000000 	 1258.000000 	 250.000000 	 1.000000 
1.000000 	 370.000000 	 1260.000000 	 267.000000 	 1.000000 
1.000000 	 378.000000 	 1261.000000 	 284.000000 	 1.000000 
1.000000 	 402.000000 	 1258.000000 	 300.000000 	 1.000000 
1.000000 	 439.000000 	 1254.000000 	 317.000000 	 1.000000 
1.000000 	 479.000000 	 1251.000000 	 334.000000 	 1.000000 
1.000000 	 519.000000 	 1256.000000 	 350.000000 	 1.000000 
1.000000 	 569.000000 	 1262.000000 	 367.000000 	 1.000000 
1.000000 	 618.000000 	 1268.000000 	 384.000000 	 1.000000 
1.000000 	 661.000000 	 1273.000000 	 401.000000 	 1.000000 
1.000000 	 704.000000 	 1277.000000 	 417.000000 	 1.000000 
1.000000 	 740.000000 	 1281.000000 	 434.000000 	 1.000000 
1.000000 	 764.000000 	 1281.000000 	 451.000000 	 1.000000 
1.000000 	 777.000000 	 1282.000000 	 467.000000 	 1.000000 
1.000000 	 779.000000 	 1282.000000 	 479.000000 	 1.000000 
2.000000 	 368.000000 	 934.000000 	 897.000000 	 1.000000 
2.000000 	 373.000000 	 935.000000 	 929.000000 	 1.000000 
2.000000 	 399.000000 	 940.000000 	 952.000000 	 1.000000 
2.000000 	 431.000000 	 943.000000 	 969.000000 	 1.000000 
2.000000 	 472.000000 	 944.000000 	 986.000000 	 1.000000 
2.000000 	 518.000000 	 945.000000 	 1002.000000 	 1.000000 
2.000000 	 564.000000 	 948.000000 	 1019.000000 	 1.000000 
2.000000 	 603.000000 	 951.000000 	 1036.000000 	 1.000000 
2.000000 	 627.000000 	 952.000000 	 1052.000000 	 1.000000 
2.000000 	 630.000000 	 952.000000 	 1066.000000 	 1.000000 
